bldg_id,log,lat,area,meshblock,hhold_id
9177,8417550.13,525885.58,54.14,Aasu,33
9178,8417552.79,524706.79,46.36,Aasu,N/A
9179,8417552.18,524986.03,94.80,Aasu,10
9180,8417551.07,524752.92,121.83,Aasu,25
9181,8417552.80,524957.62,141.96,Aasu,44
9182,8417556.47,524880.08,92.41,Aasu,37
9184,8417558.56,525778.94,258.51,Aasu,N/A
9185,8417562.18,524778.94,98.17,Aasu,76
9186,8417561.95,525071.87,120.99,Aasu,34
9187,8417567.77,525730.25,40.77,Aasu,N/A
9188,8417567.86,524976.64,40.77,Aasu,N/A
9191,8417575.05,525104.14,79.51,Aasu,4
9193,8417583.63,524529.02,118.42,Aasu,50
9194,8417586.64,525049.00,132.34,Aasu,58
9195,8417589.81,524482.23,180.07,Aasu,55
9197,8417622.56,524664.64,75.12,Aasu,56
9198,8417625.55,524431.62,39.05,Aasu,N/A
9200,8417637.03,525863.13,269.33,Aasu,N/A
9201,8417638.70,526073.02,131.81,Aasu,69
9202,8417641.90,526026.64,189.24,Aasu,40
9203,8417649.91,525836.10,67.36,Aasu,61
9205,8417667.09,526042.53,50.17,Aasu,31
9206,8417676.58,524660.11,100.96,Aasu,72
9207,8417677.73,524489.68,86.12,Aasu,73
9208,8417687.48,526028.44,92.58,Aasu,19
9209,8417685.14,524477.51,156.21,Aasu,9
9210,8417784.45,524606.24,249.96,Aasu,11
9211,8417814.04,524632.16,86.82,Aasu,49
9212,8417853.13,524733.87,88.95,Aasu,43
9213,8417872.49,524718.65,213.62,Aasu,20
9215,8418027.73,524736.40,111.55,Aasu,66
9216,8418117.97,524853.81,73.13,Aasu,57
9218,8418272.29,524916.23,209.81,Aasu,35
9219,8418325.55,524904.54,165.93,Aasu,28
9220,8418332.39,524896.24,48.00,Aasu,53
9221,8418393.02,524865.22,78.71,Aasu,13
9222,8418476.79,524960.37,59.74,Aasu,68
9223,8418539.17,525007.27,35.01,Aasu,N/A
9224,8417473.26,525362.49,66.14,Aasu,63
9225,8417496.34,525379.45,54.01,Aasu,65
9226,8417450.43,525295.66,121.99,Aasu,75
9228,8417549.57,525322.40,156.41,Aasu,48
9229,8417488.26,525177.76,91.31,Aasu,38
9230,8417533.22,524969.00,209.67,Aasu,39
9231,8417615.84,524722.21,89.13,Aasu,42
9232,8417599.51,524466.14,75.24,Aasu,27
4374,8415590.14,521194.25,214.23,Afao,N/A
4375,8415569.39,521177.33,137.54,Afao,97
4376,8415600.29,521216.00,185.26,Afao,85
4379,8415635.69,521258.00,100.16,Afao,82
4380,8415644.57,521311.38,83.69,Afao,96
4381,8415685.40,521300.10,116.78,Afao,86
4382,8415695.18,521335.95,81.46,Afao,94
4383,8415569.88,521423.03,134.48,Afao,80
4384,8415581.29,521395.27,62.32,Afao,101
4385,8415602.61,521443.19,209.33,Afao,N/A
4386,8415619.94,521419.01,268.97,Afao,N/A
4388,8415622.62,521435.84,280.48,Afao,N/A
4390,8415596.65,521511.35,242.75,Afao,N/A
4391,8415619.51,521488.84,154.60,Afao,100
4392,8415604.93,521485.32,154.14,Afao,92
4393,8415593.71,521479.34,81.48,Afao,81
4394,8415641.69,521553.86,55.81,Afao,N/A
4395,8415635.87,521563.23,33.14,Afao,N/A
4396,8415617.74,521531.90,58.99,Afao,N/A
4397,8415664.16,521471.68,216.34,Afao,N/A
4398,8415679.60,521519.12,214.86,Afao,N/A
4399,8415652.64,521510.44,124.56,Afao,95
4400,8415676.24,521490.42,133.07,Afao,87
4401,8415642.35,521491.77,290.69,Afao,N/A
4403,8415698.35,521530.96,64.02,Afao,99
4404,8415504.66,521640.01,123.01,Afao,84
4405,8415511.28,521617.47,265.15,Afao,N/A
4408,8415634.56,521517.59,48.28,Afao,N/A
4409,8415685.11,521455.28,39.18,Afao,N/A
4410,8415664.52,521435.29,49.41,Afao,N/A
4411,8415693.76,521475.62,49.71,Afao,N/A
4413,8415706.44,521380.44,114.10,Afao,90
4414,8415719.76,521391.26,143.56,Afao,79
4415,8415727.41,521378.99,69.84,Afao,98
4416,8415742.15,521426.61,285.32,Afao,N/A
4417,8415749.87,521382.93,61.55,Afao,83
4419,8415783.97,521413.99,201.05,Afao,N/A
4420,8415814.23,521390.04,38.53,Afao,N/A
4421,8415793.10,521444.96,38.98,Afao,N/A
4424,8416222.64,521315.43,38.23,Afao,N/A
4425,8415533.66,521623.57,38.48,Afao,N/A
4428,8415599.97,521425.33,107.24,Afao,93
4430,8415653.22,521423.28,132.47,Afao,88
8816,8422954.57,537654.42,226.55,Afono,N/A
8817,8422908.34,537707.42,85.30,Afono,173
8818,8423024.77,537668.77,202.21,Afono,163
8819,8422989.71,537661.26,88.36,Afono,152
8821,8423089.99,537615.35,184.02,Afono,169
8822,8423084.91,537665.51,270.27,Afono,N/A
8823,8423052.64,537704.00,76.02,Afono,182
8825,8423154.39,537591.03,177.80,Afono,132
8826,8423179.58,537659.73,98.26,Afono,165
8827,8423186.82,537634.42,160.33,Afono,184
8828,8423242.30,537576.08,145.37,Afono,125
8829,8423253.03,537546.71,99.17,Afono,145
8830,8423271.48,537515.25,152.73,Afono,117
8831,8423230.14,537503.32,137.06,Afono,112
8832,8423336.40,537481.80,222.99,Afono,N/A
8833,8423288.95,537549.71,204.94,Afono,122
8834,8423302.80,537549.45,211.49,Afono,106
8835,8423340.31,537543.93,177.14,Afono,142
8836,8423320.07,537546.43,222.71,Afono,N/A
8838,8423317.19,537573.71,97.86,Afono,109
8839,8423327.21,537567.40,51.56,Afono,N/A
8840,8423305.91,537567.26,192.48,Afono,110
8842,8423377.07,537481.92,116.76,Afono,186
8843,8423456.77,537462.69,226.09,Afono,N/A
8845,8423448.20,537497.81,132.23,Afono,136
8846,8423464.96,537506.55,50.88,Afono,N/A
8847,8423457.11,537538.11,167.06,Afono,183
8848,8423484.75,537527.36,126.67,Afono,177
8849,8423425.42,537611.10,194.88,Afono,150
8851,8423462.07,537567.89,32.38,Afono,N/A
8852,8423510.42,537474.71,291.20,Afono,N/A
8854,8423523.37,537451.24,249.83,Afono,N/A
8855,8423566.92,537468.93,194.05,Afono,185
8856,8423577.55,537523.34,225.11,Afono,N/A
8857,8423583.41,537494.25,222.78,Afono,N/A
8860,8423608.65,537527.87,154.29,Afono,107
8861,8423577.49,537545.44,136.02,Afono,116
8862,8423550.31,537521.93,251.53,Afono,N/A
8863,8423549.81,537498.77,113.93,Afono,118
8864,8423540.96,537567.53,242.72,Afono,N/A
8865,8423579.82,537566.26,79.58,Afono,178
8867,8423517.23,537583.02,250.56,Afono,N/A
8868,8423491.65,537571.72,65.71,Afono,131
8869,8423503.03,537579.31,181.44,Afono,127
8871,8423560.42,537514.63,44.13,Afono,N/A
8872,8423626.82,537541.92,168.88,Afono,179
8874,8423615.08,537565.58,264.25,Afono,N/A
8875,8423601.67,537609.18,187.02,Afono,155
8876,8423610.37,537631.61,201.68,Afono,167
8877,8423615.29,537648.79,128.01,Afono,175
8879,8423633.21,537672.75,149.67,Afono,120
8882,8423600.12,537320.09,92.00,Afono,123
8883,8423586.12,537338.59,91.94,Afono,130
8884,8423614.92,537365.78,273.03,Afono,N/A
8885,8423626.08,537348.04,135.36,Afono,129
8886,8423644.98,537386.44,220.23,Afono,159
8888,8423599.76,537397.96,43.07,Afono,N/A
8891,8423516.12,537300.74,112.29,Afono,121
8892,8423537.96,537301.53,131.02,Afono,151
8894,8423569.84,537317.88,130.87,Afono,171
8895,8423485.86,537265.65,110.37,Afono,137
8896,8423470.63,537346.03,91.39,Afono,138
8899,8423401.83,537372.54,141.71,Afono,172
8900,8423392.53,537418.21,187.53,Afono,147
8901,8423373.27,537342.83,199.81,Afono,113
8903,8423355.88,537404.79,83.91,Afono,174
8904,8423333.35,537443.48,183.28,Afono,104
8905,8423303.19,537419.59,86.11,Afono,168
8906,8423289.82,537427.77,142.52,Afono,158
8907,8423261.74,537386.49,184.14,Afono,162
8908,8423252.46,537413.58,65.36,Afono,149
8909,8423233.78,537420.23,118.00,Afono,180
8910,8423223.89,537432.34,60.02,Afono,N/A
8911,8423263.30,537450.18,170.62,Afono,153
8912,8423242.91,537493.64,49.94,Afono,N/A
8913,8423414.90,537174.35,231.69,Afono,N/A
8914,8424374.35,537197.55,144.47,Afono,157
8915,8424088.90,536903.24,130.95,Afono,161
8916,8423514.62,537513.18,108.13,Afono,139
8917,8423506.71,537532.42,69.48,Afono,126
8918,8423362.58,537539.03,63.20,Afono,146
8920,8423491.92,537440.50,189.03,Afono,134
8921,8423703.03,537731.59,114.05,Afono,114
8922,8423688.73,537719.66,62.25,Afono,160
8923,8423669.13,537712.41,132.30,Afono,133
8924,8423660.16,537800.57,88.14,Afono,156
8925,8423644.99,537695.80,116.12,Afono,105
8926,8423621.24,537686.87,77.67,Afono,181
8927,8423629.16,537701.53,57.87,Afono,N/A
8928,8423603.16,537709.03,87.19,Afono,164
8930,8423572.95,537679.56,102.42,Afono,140
8931,8423558.70,537708.31,112.31,Afono,119
8932,8423412.87,537491.83,75.76,Afono,124
8933,8423305.90,537475.33,57.87,Afono,N/A
8934,8423269.18,537552.17,63.96,Afono,115
8935,8423216.44,537446.64,46.64,Afono,N/A
8936,8423202.93,537475.10,58.63,Afono,N/A
8938,8423068.42,537678.10,39.98,Afono,N/A
8940,8422960.40,537685.56,89.99,Afono,141
8941,8423192.89,537676.73,52.92,Afono,N/A
8942,8423286.01,537491.12,86.04,Afono,170
8943,8422765.05,537660.41,86.23,Afono,166
8944,8422697.81,537694.81,49.88,Afono,N/A
8945,8423656.95,537656.56,41.52,Afono,N/A
8949,8423547.02,537463.48,60.35,Afono,187
8950,8423564.96,537339.64,38.42,Afono,N/A
4726,8415718.58,519376.05,195.07,Agugulu,N/A
4727,8415721.37,519424.36,172.42,Agugulu,190
4728,8415712.26,519434.66,137.21,Agugulu,194
4731,8415779.69,519436.34,183.45,Agugulu,193
4735,8415689.65,519508.06,53.65,Agugulu,N/A
4736,8415689.74,519491.93,275.11,Agugulu,N/A
4737,8415704.63,519476.67,233.56,Agugulu,N/A
4739,8415695.50,519526.46,59.59,Agugulu,N/A
4740,8415671.10,519506.50,238.46,Agugulu,N/A
4741,8415663.80,519521.45,135.18,Agugulu,191
4744,8415677.34,519546.76,68.23,Agugulu,N/A
4746,8415680.79,519513.17,102.72,Agugulu,196
4747,8415690.55,519475.97,195.10,Agugulu,N/A
4748,8415720.62,519475.32,147.63,Agugulu,192
4749,8415661.17,519532.18,168.07,Agugulu,195
4750,8415927.51,519297.13,61.21,Agugulu,N/A
4752,8416258.43,519374.22,33.91,Agugulu,N/A
8266,8423740.61,547149.76,37.59,Alao,N/A
8271,8422484.28,546890.73,159.56,Alao,200
8272,8422526.05,546819.44,64.52,Alao,256
8273,8422655.56,546826.01,59.50,Alao,229
8274,8422667.69,546842.83,47.15,Alao,N/A
8276,8422728.84,546917.25,298.59,Alao,N/A
8278,8422750.16,546915.27,41.53,Alao,N/A
8279,8422787.05,546940.51,213.25,Alao,208
8281,8422816.59,546939.36,115.62,Alao,209
8282,8422839.38,546942.66,131.19,Alao,275
8283,8422861.65,546955.94,104.27,Alao,232
8284,8422885.94,546968.86,166.07,Alao,259
8285,8422900.25,546579.18,37.40,Alao,N/A
8286,8422915.39,546977.30,163.48,Alao,261
8287,8422923.78,546942.98,93.83,Alao,274
8288,8422938.69,546934.10,78.23,Alao,205
8292,8422983.22,546708.33,62.09,Alao,267
8294,8422991.51,546789.88,77.98,Alao,210
8295,8422994.98,546973.59,113.63,Alao,225
8296,8422992.92,546879.43,242.71,Alao,N/A
8297,8423007.12,546993.73,184.88,Alao,273
8298,8423017.46,546770.65,83.83,Alao,254
8299,8423021.10,546901.25,92.09,Alao,199
8300,8423022.70,546704.58,148.77,Alao,244
8302,8423028.92,546925.50,116.33,Alao,258
8303,8423031.75,546749.22,73.57,Alao,213
8304,8423036.04,546680.10,99.82,Alao,268
8305,8423054.51,546767.17,57.81,Alao,223
8307,8423058.93,546945.32,92.02,Alao,224
8308,8423059.64,546795.30,38.79,Alao,N/A
8311,8423073.82,546816.31,130.32,Alao,203
8312,8423079.39,546857.95,37.70,Alao,N/A
8313,8423079.10,546889.51,235.26,Alao,N/A
8315,8423084.17,546773.94,58.25,Alao,222
8316,8423089.70,546970.53,103.13,Alao,242
8317,8423095.15,546660.20,226.76,Alao,N/A
8318,8423097.24,547001.22,136.30,Alao,264
8319,8423105.72,546729.67,78.67,Alao,257
8320,8423105.78,546586.45,73.47,Alao,216
8321,8423106.19,546972.75,234.48,Alao,N/A
8322,8423108.21,546635.82,164.40,Alao,260
8324,8423110.14,546835.14,183.64,Alao,206
8325,8423114.74,546695.32,166.23,Alao,238
8326,8423120.01,546860.21,49.16,Alao,N/A
8327,8423123.39,546943.99,239.33,Alao,N/A
8328,8423132.11,546893.07,61.88,Alao,198
8329,8423145.07,546875.52,48.24,Alao,N/A
8331,8423143.71,547000.75,197.85,Alao,240
8332,8423149.24,546853.40,54.70,Alao,262
8333,8423150.50,546900.61,38.36,Alao,N/A
8334,8423154.24,546708.04,186.72,Alao,265
8335,8423159.25,546974.64,240.50,Alao,N/A
8336,8423157.76,546745.22,260.88,Alao,N/A
8337,8423167.85,546723.13,47.58,Alao,N/A
8338,8423173.75,546693.39,37.88,Alao,N/A
8339,8423177.57,546949.25,130.97,Alao,202
8340,8423182.25,546501.10,37.24,Alao,N/A
8341,8423182.39,546907.42,84.42,Alao,239
8342,8423182.58,546547.70,103.99,Alao,233
8343,8423189.11,546806.90,53.19,Alao,266
8344,8423188.78,547016.15,145.31,Alao,263
8345,8423194.81,546417.43,91.03,Alao,228
8346,8423197.78,546531.29,31.51,Alao,N/A
8347,8423198.42,546830.07,61.92,Alao,269
8348,8423199.39,547039.27,109.97,Alao,227
8349,8423207.74,546842.92,70.22,Alao,250
8350,8423204.84,547000.64,211.25,Alao,226
8351,8423207.36,546935.62,264.94,Alao,N/A
8352,8423214.00,547028.83,94.34,Alao,272
8353,8423216.42,546963.25,155.87,Alao,204
8354,8423234.18,547005.77,247.69,Alao,N/A
8355,8423236.37,547038.87,203.03,Alao,231
8356,8423245.99,546860.60,183.22,Alao,211
8357,8423254.19,546451.70,135.66,Alao,271
8358,8423268.09,546440.12,42.15,Alao,N/A
8359,8423296.88,546418.47,66.79,Alao,255
8360,8423297.07,547090.65,251.53,Alao,N/A
8361,8423320.38,547096.09,293.90,Alao,N/A
8362,8423331.27,547055.53,271.70,Alao,N/A
8363,8423343.28,547090.15,72.00,Alao,241
8364,8423340.29,547119.83,154.01,Alao,219
8367,8423366.17,547101.34,89.72,Alao,234
8368,8423374.78,547135.31,169.27,Alao,217
8369,8423387.10,547062.10,89.07,Alao,235
8370,8423393.50,547111.60,70.50,Alao,246
8372,8423424.04,547063.36,279.73,Alao,N/A
8373,8423439.84,547167.54,100.85,Alao,251
8374,8423463.13,547051.77,45.15,Alao,N/A
8375,8423460.58,547182.56,104.44,Alao,230
8376,8423473.24,547193.47,58.34,Alao,245
8377,8423482.05,547124.32,126.80,Alao,243
8378,8423489.02,547108.15,42.23,Alao,N/A
8379,8423489.90,547207.48,50.11,Alao,N/A
8381,8423524.52,547041.29,72.12,Alao,221
8382,8423529.76,547210.58,129.31,Alao,207
8386,8423637.27,547215.29,257.24,Alao,N/A
8388,8423654.88,547216.83,258.94,Alao,N/A
8393,8423696.36,547157.99,54.65,Alao,248
8396,8423731.81,547167.58,68.44,Alao,253
8398,8423278.32,546668.48,181.62,Alao,214
8401,8423246.36,547062.26,44.00,Alao,N/A
8403,8423412.45,547121.14,44.28,Alao,N/A
8406,8422946.74,546914.74,233.52,Alao,N/A
8408,8422429.79,546883.30,102.80,Alao,249
15925,8423755.50,547138.97,249.38,Alao,N/A
15928,8423691.14,547193.81,219.33,Alao,201
15929,8423664.82,547208.91,94.65,Alao,270
15930,8423654.88,547216.83,258.94,Alao,N/A
15931,8423668.84,547191.11,127.32,Alao,236
15932,8423674.87,547181.93,150.57,Alao,237
15933,8423717.30,547151.70,120.78,Alao,247
15934,8423717.49,547144.25,192.36,Alao,252
2859,8421225.09,539401.01,163.66,Alega,282
2860,8421292.52,539267.94,158.30,Alega,284
2861,8421286.75,539292.83,204.12,Alega,N/A
2862,8421385.93,539165.88,127.19,Alega,285
2865,8421332.76,539117.88,49.06,Alega,277
2866,8421384.69,539009.40,33.06,Alega,N/A
2867,8421345.66,539033.60,156.43,Alega,278
2868,8421125.96,538881.93,163.56,Alega,281
2869,8421060.73,538867.13,45.78,Alega,N/A
2870,8421372.18,539233.24,289.11,Alega,N/A
2872,8421365.68,539075.17,49.18,Alega,280
2874,8421246.95,539305.84,226.57,Alega,N/A
2875,8421281.40,539258.27,58.67,Alega,279
2876,8421112.35,538906.99,74.74,Alega,283
2877,8421092.73,538887.18,43.67,Alega,N/A
7988,8421419.98,543406.31,84.85,Alofau,295
7989,8421282.54,543503.73,65.45,Alofau,383
7990,8421313.22,543489.59,214.68,Alofau,340
7992,8421305.17,543469.42,141.51,Alofau,367
7993,8421322.09,543449.64,214.54,Alofau,372
7995,8421261.62,543501.15,33.91,Alofau,N/A
7996,8421266.78,543295.73,32.65,Alofau,N/A
7997,8421285.83,543170.73,186.56,Alofau,318
7998,8421093.09,543258.27,298.61,Alofau,N/A
7999,8421108.20,543272.52,67.32,Alofau,375
8001,8421151.52,543077.51,45.11,Alofau,N/A
8003,8420985.40,542906.87,123.82,Alofau,338
8004,8420994.47,542894.78,58.83,Alofau,355
8005,8421180.68,542925.15,31.85,Alofau,N/A
8009,8421595.70,542846.14,258.30,Alofau,N/A
8010,8421585.53,542801.86,81.39,Alofau,328
8011,8421545.56,542818.05,67.58,Alofau,371
8012,8421567.84,542760.10,294.68,Alofau,N/A
8013,8421617.98,542768.22,51.80,Alofau,289
8016,8421649.22,542779.18,224.34,Alofau,294
8017,8421625.88,542786.28,198.17,Alofau,305
8018,8421671.52,542871.47,64.98,Alofau,308
8019,8421666.01,542903.08,76.46,Alofau,339
8020,8421715.27,542848.53,281.29,Alofau,N/A
8021,8421692.39,542862.58,155.82,Alofau,323
8023,8421676.77,542843.77,229.94,Alofau,377
8024,8421734.44,542878.72,200.66,Alofau,303
8025,8421766.56,542928.60,63.62,Alofau,316
8026,8421743.35,542935.14,154.22,Alofau,334
8027,8421722.59,542898.89,157.82,Alofau,299
8029,8421781.76,542896.24,40.17,Alofau,N/A
8031,8421770.42,542837.95,74.78,Alofau,353
8032,8421758.62,542846.12,39.71,Alofau,N/A
8033,8421779.74,542851.80,203.59,Alofau,364
8034,8421749.82,542835.76,170.11,Alofau,382
8035,8421756.62,542813.94,219.35,Alofau,312
8036,8421730.94,542817.00,138.31,Alofau,297
8037,8421724.98,542764.37,244.07,Alofau,N/A
8038,8421711.34,542778.30,121.60,Alofau,351
8039,8421680.40,542795.05,230.71,Alofau,330
8040,8421748.07,542974.63,208.87,Alofau,319
8041,8421801.11,542854.57,95.87,Alofau,352
8043,8421817.25,542814.88,132.21,Alofau,313
8044,8421835.73,542886.81,222.06,Alofau,306
8045,8421808.44,542872.15,142.30,Alofau,360
8047,8421858.56,542885.48,125.64,Alofau,333
8048,8421871.98,542908.53,145.28,Alofau,347
8049,8421846.80,542901.04,241.61,Alofau,N/A
8050,8421893.57,542908.34,107.72,Alofau,288
8051,8421904.95,542948.73,114.52,Alofau,376
8052,8421884.59,542979.96,89.77,Alofau,363
8053,8421894.58,542992.87,107.28,Alofau,302
8054,8421898.08,543027.76,88.76,Alofau,291
8055,8421930.82,543039.46,229.92,Alofau,298
8056,8421941.70,542983.03,230.67,Alofau,373
8057,8421930.15,542979.56,157.69,Alofau,309
8059,8421919.34,543077.53,86.51,Alofau,293
8060,8421986.13,543025.21,188.42,Alofau,314
8061,8421944.75,543017.32,183.99,Alofau,356
8062,8421934.39,542999.59,119.50,Alofau,357
8063,8421957.75,543005.36,135.94,Alofau,300
8064,8421964.73,542968.66,232.45,Alofau,343
8066,8421957.46,542936.38,240.52,Alofau,N/A
8067,8421941.30,542963.33,125.65,Alofau,331
8069,8421941.71,543052.96,100.89,Alofau,327
8070,8421946.31,543080.61,90.68,Alofau,361
8071,8421936.56,543116.01,75.10,Alofau,348
8072,8421913.04,542970.00,111.93,Alofau,286
8073,8421909.31,542896.20,102.58,Alofau,322
8074,8421899.72,542874.45,115.81,Alofau,366
8075,8421909.56,542822.73,178.46,Alofau,368
8076,8421931.35,542871.09,127.68,Alofau,321
8077,8421937.23,542828.88,139.06,Alofau,296
8078,8421957.77,542871.88,89.47,Alofau,369
8080,8421966.33,542813.25,202.43,Alofau,301
8081,8421962.22,542801.31,173.52,Alofau,378
8082,8422008.84,542860.38,165.87,Alofau,287
8083,8421998.70,542824.57,145.29,Alofau,345
8085,8421983.06,542737.23,227.07,Alofau,324
8086,8421971.40,542745.88,205.70,Alofau,350
8087,8421919.35,542720.30,112.00,Alofau,380
8088,8421896.74,542741.53,180.15,Alofau,358
8089,8421863.98,542772.50,194.12,Alofau,310
8090,8421881.83,542787.73,284.23,Alofau,N/A
8091,8421901.69,542784.62,57.81,Alofau,365
8092,8421858.77,542829.12,184.67,Alofau,325
8093,8421869.80,542869.27,213.56,Alofau,379
8094,8421891.59,542846.25,58.89,Alofau,346
8095,8421942.58,542735.64,277.98,Alofau,N/A
8096,8421896.41,542768.45,174.83,Alofau,374
8098,8421754.74,542873.01,211.31,Alofau,290
8099,8421742.94,542857.83,65.30,Alofau,384
8100,8421682.66,542921.24,70.44,Alofau,362
8101,8421494.66,542892.91,81.90,Alofau,326
8104,8422027.50,542811.29,83.85,Alofau,304
8106,8422110.81,542703.98,190.65,Alofau,311
8107,8422099.67,542667.72,255.37,Alofau,N/A
8108,8422133.04,542671.41,207.06,Alofau,349
8109,8422082.02,542642.58,158.80,Alofau,292
8110,8422117.98,542614.38,152.57,Alofau,342
8111,8422104.43,542627.27,255.86,Alofau,N/A
8112,8422167.09,542608.63,233.60,Alofau,N/A
8113,8422170.28,542632.14,59.02,Alofau,329
8115,8422199.42,542491.54,131.10,Alofau,315
8117,8422190.35,542423.59,194.76,Alofau,307
8119,8421947.86,542811.89,97.17,Alofau,344
8120,8421922.17,542797.00,33.81,Alofau,N/A
8121,8421496.93,542744.71,100.17,Alofau,341
8122,8420943.43,542920.95,36.19,Alofau,N/A
8123,8421836.64,543430.09,31.10,Alofau,N/A
8125,8422356.63,543228.06,72.21,Alofau,359
8127,8421247.81,543092.80,44.65,Alofau,N/A
8129,8421244.24,542488.94,177.02,Alofau,370
8130,8421246.75,542461.70,50.65,Alofau,354
8132,8421916.37,542748.66,53.05,Alofau,385
8134,8421981.88,542762.56,56.49,Alofau,317
8135,8421142.97,542565.13,39.86,Alofau,N/A
8137,8421502.20,542755.55,34.75,Alofau,N/A
8138,8421569.52,542794.32,36.52,Alofau,N/A
8140,8421971.55,542779.22,171.86,Alofau,381
4225,8415351.81,522279.44,299.13,Amaluia,N/A
4227,8415408.44,522342.32,174.55,Amaluia,391
4228,8415425.67,522308.86,40.85,Amaluia,N/A
4229,8415421.44,522350.50,194.75,Amaluia,403
4230,8415423.46,522383.93,49.87,Amaluia,N/A
4231,8415459.31,522396.18,226.44,Amaluia,N/A
4232,8415463.31,522436.04,83.48,Amaluia,N/A
4233,8415442.46,522401.38,125.60,Amaluia,393
4236,8415513.12,522443.68,135.98,Amaluia,400
4240,8415530.73,522348.88,125.67,Amaluia,392
4241,8415489.16,522454.01,114.67,Amaluia,395
4242,8415495.06,522429.75,143.56,Amaluia,394
4243,8415468.45,522344.25,212.17,Amaluia,N/A
4244,8415392.05,522415.62,256.50,Amaluia,N/A
4247,8415381.29,522461.33,289.22,Amaluia,N/A
4249,8415408.95,522474.95,63.58,Amaluia,N/A
4251,8415428.76,522472.17,146.50,Amaluia,390
4252,8415385.85,522531.47,273.78,Amaluia,N/A
4254,8415347.44,522559.88,204.57,Amaluia,N/A
4256,8415406.31,522445.35,167.36,Amaluia,401
4257,8415413.03,522408.09,108.10,Amaluia,396
4259,8415388.59,522374.85,87.00,Amaluia,398
4260,8415399.66,522370.47,292.63,Amaluia,N/A
4261,8415397.71,522353.67,83.78,Amaluia,410
4264,8415438.82,522371.24,149.25,Amaluia,405
4266,8415479.79,522401.37,88.27,Amaluia,386
4267,8415442.26,522520.05,104.36,Amaluia,409
4268,8415498.60,522569.31,98.31,Amaluia,406
4269,8415466.72,522564.77,129.88,Amaluia,407
4270,8415487.43,522538.39,33.41,Amaluia,N/A
4271,8415311.66,522590.33,157.02,Amaluia,402
4272,8415277.77,522610.98,84.08,Amaluia,404
4275,8415362.96,522571.13,146.79,Amaluia,408
4276,8415357.18,522593.10,31.39,Amaluia,N/A
4277,8415395.31,522505.31,100.90,Amaluia,397
4279,8415422.42,522432.51,32.24,Amaluia,N/A
4280,8415526.46,522552.63,36.13,Amaluia,N/A
4281,8415565.74,522329.33,57.64,Amaluia,N/A
4283,8415376.92,522476.83,257.62,Amaluia,N/A
4284,8415569.35,522374.77,86.55,Amaluia,399
4572,8416807.58,518082.14,298.81,Amanave,N/A
4573,8416776.04,517949.13,186.67,Amanave,N/A
4574,8416766.12,517933.66,216.96,Amanave,N/A
4575,8416666.68,518064.75,94.65,Amanave,414
4576,8416654.59,518059.12,73.54,Amanave,N/A
4577,8416677.15,518082.39,183.26,Amanave,N/A
4578,8416606.77,518045.34,122.73,Amanave,423
4579,8416604.34,518014.76,31.27,Amanave,N/A
4580,8416614.42,518027.41,62.55,Amanave,N/A
4582,8416621.09,518057.94,97.71,Amanave,442
4586,8416557.12,517910.58,31.13,Amanave,N/A
4587,8416526.71,518000.77,294.10,Amanave,N/A
